Date,Channel,Campaign_Name,Device_Type,Geography,Traffic_Source,User_Type,Sessions,Unique_Visitors,Page_Views,Bounce_Rate,Average_Session_Duration,Conversion_Rate,Conversions,Cost,Revenue,ROI,Exit_Rate
10-04-2024,Direct,Spring_Collection,Desktop,UK,Instagram,New Visitor,45,40,152,0.31,2.45,0.07,3,2.39,361.37,149.93,0.24
10-04-2024,Paid Ads,Remarketing,Tablet,Germany,Email Newsletter,Returning Visitor,256,205,434,0.56,1.47,0.05,12,698.19,1449.74,1.08,0.48
10-04-2024,Referral,Black_Friday,Desktop,Canada,Bing,New Visitor,92,63,312,0.41,3.6,0.02,2,31.73,184.92,4.83,0.31
10-04-2024,Email Campaigns,None,Desktop,Brazil,LinkedIn,Returning Visitor,86,53,122,0.35,2.58,0.07,5,44.31,598.73,12.51,0.28
10-04-2024,Referral,Holiday_Special,Tablet,USA,Email Newsletter,New Visitor,66,58,304,0.28,2.7,0.03,2,25.17,181,6.19,0.23
10-04-2024,Referral,Black_Friday,Desktop,Brazil,Facebook,Returning Visitor,59,42,119,0.48,4.13,0.05,2,23.12,185.98,7.04,0.36
10-04-2024,Organic Search,Holiday_Special,Mobile,Germany,LinkedIn,New Visitor,248,173,862,0.42,1.54,0.01,3,25.92,275.5,9.63,0.34
10-04-2024,Direct,Remarketing,Tablet,Germany,Twitter,New Visitor,101,79,223,0.3,4.42,0.04,4,9.78,380.41,37.88,0.21
10-04-2024,Email Campaigns,Welcome_Series,Desktop,Germany,Instagram,New Visitor,191,141,351,0.22,5.74,0.07,13,143.55,1154.93,7.05,0.17
10-04-2024,Organic Search,Holiday_Special,Desktop,Brazil,Twitter,New Visitor,313,288,1363,0.42,3.99,0.02,5,80.44,512.84,5.38,0.31
10-04-2024,Direct,None,Desktop,Germany,Bing,New Visitor,100,67,133,0.38,4.1,0.07,6,6.47,853.75,130.92,0.27
10-04-2024,Social Media,Welcome_Series,Tablet,Germany,Bing,New Visitor,248,197,743,0.61,1.69,0.04,9,255.29,585.7,1.29,0.48
10-04-2024,Social Media,None,Tablet,UK,Instagram,Returning Visitor,115,90,262,0.63,0.93,0.02,1,171.47,95.33,-0.44,0.5
10-04-2024,Organic Search,Remarketing,Mobile,Australia,Direct,New Visitor,278,248,1266,0.45,4.03,0.02,5,47.6,459.29,8.65,0.39
10-04-2024,Organic Search,None,Desktop,USA,LinkedIn,Returning Visitor,236,181,345,0.3,1.72,0.03,6,26.06,376.41,13.45,0.21
10-04-2024,Organic Search,Holiday_Special,Tablet,France,Google,Returning Visitor,799,535,3017,0.41,4.47,0.02,12,153.15,746.78,3.88,0.32
10-04-2024,Organic Search,Summer_Sale,Mobile,Canada,Facebook,Returning Visitor,543,368,1233,0.47,1.7,0.01,7,113.95,814.07,6.14,0.42
10-04-2024,Referral,Spring_Collection,Tablet,Brazil,Twitter,New Visitor,31,26,119,0.4,1.63,0.04,1,15.49,87.59,4.65,0.34
10-04-2024,Social Media,None,Tablet,USA,Facebook,Returning Visitor,289,196,322,0.48,3.38,0.04,10,373.36,568.19,0.52,0.41
10-04-2024,Organic Search,Black_Friday,Mobile,Australia,Facebook,New Visitor,211,146,1035,0.24,1.64,0.02,4,40.06,310.38,6.75,0.18
10-04-2024,Email Campaigns,Black_Friday,Mobile,Germany,Instagram,New Visitor,193,116,620,0.39,1.23,0.04,7,148.98,638.55,3.29,0.28
10-04-2024,Organic Search,Remarketing,Desktop,Brazil,Bing,New Visitor,576,401,2691,0.49,3.87,0.03,15,131.51,1301.89,8.9,0.38
10-04-2024,Organic Search,Holiday_Special,Tablet,France,Facebook,New Visitor,774,478,1023,0.33,3.85,0.01,8,106.81,517.3,3.84,0.25
10-04-2024,Social Media,Spring_Collection,Desktop,Germany,Instagram,New Visitor,285,205,1354,0.69,2.21,0.02,7,238.32,626.32,1.63,0.59
10-04-2024,Organic Search,Spring_Collection,Mobile,Brazil,Google,Returning Visitor,564,465,2643,0.5,1.53,0.02,11,90.09,854.86,8.49,0.44
10-04-2024,Email Campaigns,Spring_Collection,Mobile,France,Twitter,New Visitor,51,42,122,0.35,4.09,0.06,3,36.13,386.44,9.7,0.27
11-04-2024,Paid Ads,None,Tablet,USA,Twitter,New Visitor,203,140,298,0.51,2.87,0.04,8,449.78,844.89,0.88,0.39
11-04-2024,Email Campaigns,Summer_Sale,Mobile,USA,Twitter,New Visitor,51,47,101,0.26,3.11,0.06,3,37.63,233.47,5.2,0.2
11-04-2024,Paid Ads,Holiday_Special,Mobile,Brazil,Instagram,Returning Visitor,170,111,600,0.47,2.19,0.03,4,494.31,510.92,0.03,0.36
11-04-2024,Paid Ads,Holiday_Special,Tablet,Brazil,Instagram,Returning Visitor,362,327,1718,0.47,2.88,0.05,17,841.7,2130.4,1.53,0.42
11-04-2024,Organic Search,Black_Friday,Desktop,France,Google,Returning Visitor,571,446,669,0.32,3.32,0.02,13,82.39,892.2,9.83,0.29
11-04-2024,Referral,None,Desktop,UK,Bing,New Visitor,98,86,186,0.52,2.68,0.03,2,34.74,229.18,5.6,0.45
11-04-2024,Social Media,Spring_Collection,Mobile,Japan,Facebook,Returning Visitor,96,86,298,0.42,3.42,0.02,2,129.32,131.71,0.02,0.37
11-04-2024,Paid Ads,Holiday_Special,Mobile,Australia,Direct,New Visitor,258,207,304,0.5,2.39,0.03,8,746.57,808.33,0.08,0.45
11-04-2024,Email Campaigns,Summer_Sale,Tablet,Germany,Direct,Returning Visitor,179,122,784,0.22,2.5,0.04,6,125.3,689.55,4.5,0.19
11-04-2024,Paid Ads,Spring_Collection,Mobile,Canada,Email Newsletter,Returning Visitor,142,86,538,0.55,2.72,0.03,4,365.35,370.67,0.02,0.42
11-04-2024,Referral,Holiday_Special,Mobile,Brazil,Instagram,Returning Visitor,38,25,107,0.48,2.83,0.03,1,9.45,112.02,10.85,0.4
11-04-2024,Organic Search,Spring_Collection,Mobile,USA,Google,Returning Visitor,653,535,2302,0.21,4.17,0.01,8,185.3,653.82,2.53,0.19
11-04-2024,Social Media,Summer_Sale,Desktop,France,Twitter,New Visitor,101,71,112,0.45,1.77,0.02,2,145.19,190.36,0.31,0.33
11-04-2024,Direct,Welcome_Series,Tablet,Australia,Email Newsletter,Returning Visitor,44,33,80,0.35,5.15,0.05,2,3.5,305.76,86.45,0.29
11-04-2024,Direct,Summer_Sale,Tablet,UK,Email Newsletter,New Visitor,149,92,531,0.22,2.14,0.06,9,17.59,891.18,49.68,0.19
11-04-2024,Referral,Holiday_Special,Tablet,Brazil,Facebook,Returning Visitor,73,59,87,0.32,3.35,0.03,2,18.88,220.66,10.69,0.28
11-04-2024,Direct,Black_Friday,Tablet,Australia,Facebook,New Visitor,113,82,344,0.21,2.07,0.06,6,16.55,590.76,34.69,0.16
11-04-2024,Organic Search,Welcome_Series,Tablet,USA,Twitter,Returning Visitor,438,328,1114,0.44,3.19,0.03,12,58.32,1070.1,17.35,0.32
11-04-2024,Paid Ads,Holiday_Special,Mobile,Japan,Google,Returning Visitor,223,185,945,0.59,1.62,0.03,5,337.47,746.55,1.21,0.42
11-04-2024,Referral,Holiday_Special,Desktop,Canada,Google,Returning Visitor,66,39,261,0.47,2.12,0.05,3,21.76,292.66,12.45,0.42
11-04-2024,Organic Search,Remarketing,Desktop,Brazil,Google,New Visitor,567,533,700,0.37,1.96,0.02,13,159.14,1507.1,8.47,0.29
11-04-2024,Referral,Black_Friday,Tablet,Japan,Facebook,New Visitor,60,46,139,0.39,3.96,0.03,1,20.34,74.46,2.66,0.32
11-04-2024,Social Media,Black_Friday,Mobile,Brazil,Instagram,New Visitor,275,256,1263,0.63,1.61,0.03,8,232.78,523.29,1.25,0.46
11-04-2024,Referral,Welcome_Series,Mobile,USA,Facebook,New Visitor,69,64,322,0.3,2.88,0.04,3,25,305.35,11.22,0.25
11-04-2024,Paid Ads,Black_Friday,Tablet,USA,Instagram,Returning Visitor,256,216,535,0.36,4.72,0.03,7,654.64,784.89,0.2,0.3
11-04-2024,Social Media,Black_Friday,Tablet,USA,Direct,New Visitor,123,108,517,0.65,0.83,0.01,1,124.27,50.25,-0.6,0.46
11-04-2024,Organic Search,Remarketing,Tablet,Canada,Email Newsletter,Returning Visitor,292,262,602,0.47,1.54,0.02,6,68.1,426.26,5.26,0.39
11-04-2024,Direct,Summer_Sale,Desktop,Brazil,Google,New Visitor,102,65,319,0.31,3.48,0.08,8,11.61,807.57,68.57,0.27
11-04-2024,Direct,Spring_Collection,Mobile,Brazil,Instagram,Returning Visitor,91,57,125,0.26,3.16,0.07,6,6.32,942.63,148.05,0.18
11-04-2024,Organic Search,None,Tablet,UK,Google,New Visitor,684,496,2132,0.28,4.95,0.01,9,149.13,867.52,4.82,0.22
11-04-2024,Direct,None,Tablet,Japan,Email Newsletter,Returning Visitor,45,28,51,0.36,3.64,0.05,2,2.88,281.04,96.44,0.3
11-04-2024,Email Campaigns,Spring_Collection,Tablet,Brazil,Email Newsletter,Returning Visitor,123,87,408,0.16,3.96,0.04,4,41.81,505.93,11.1,0.12
12-04-2024,Organic Search,None,Mobile,UK,LinkedIn,New Visitor,661,429,1928,0.27,4.45,0.02,15,128.43,1152.72,7.98,0.22
12-04-2024,Social Media,Summer_Sale,Desktop,UK,Instagram,Returning Visitor,285,183,1338,0.44,2.99,0.02,5,236.52,441.77,0.87,0.38
12-04-2024,Email Campaigns,Spring_Collection,Mobile,Japan,Bing,Returning Visitor,59,35,123,0.35,3.68,0.05,3,20.51,233.06,10.36,0.3
12-04-2024,Referral,Summer_Sale,Mobile,France,LinkedIn,Returning Visitor,60,52,285,0.34,3.13,0.05,2,19.89,139.43,6.01,0.27
12-04-2024,Direct,Remarketing,Desktop,Japan,Google,New Visitor,131,121,639,0.27,4.55,0.07,9,16.31,1072.44,64.74,0.2
12-04-2024,Organic Search,Welcome_Series,Tablet,Brazil,Twitter,New Visitor,692,491,3304,0.27,4.85,0.02,13,99.26,1027.27,9.35,0.21
12-04-2024,Referral,Welcome_Series,Mobile,France,Google,Returning Visitor,72,46,90,0.4,1.65,0.04,2,29.24,130.94,3.48,0.35
12-04-2024,Organic Search,Welcome_Series,Mobile,France,Facebook,New Visitor,657,504,2995,0.38,2.94,0.02,14,167.06,1639.04,8.81,0.28
12-04-2024,Paid Ads,Welcome_Series,Tablet,Brazil,Twitter,Returning Visitor,228,151,522,0.45,2.13,0.03,7,578.9,650.38,0.12,0.37
12-04-2024,Paid Ads,Remarketing,Desktop,Australia,Direct,New Visitor,440,326,1301,0.58,2.03,0.03,13,927.53,1199.64,0.29,0.51
12-04-2024,Organic Search,None,Desktop,Germany,LinkedIn,New Visitor,302,249,708,0.34,3.95,0.03,7,70.35,787.81,10.2,0.25
12-04-2024,Organic Search,Black_Friday,Tablet,Brazil,Facebook,Returning Visitor,551,490,2536,0.37,2.82,0.01,7,126.29,792.06,5.27,0.29
12-04-2024,Direct,None,Desktop,Canada,Bing,Returning Visitor,55,37,181,0.36,1.81,0.07,4,6.03,531.15,87.11,0.3
12-04-2024,Referral,Holiday_Special,Tablet,USA,LinkedIn,New Visitor,37,26,85,0.35,1.34,0.03,1,9.35,101.17,9.82,0.28
12-04-2024,Direct,None,Tablet,UK,LinkedIn,New Visitor,60,40,103,0.23,5.38,0.05,3,7.12,426.39,58.92,0.16
12-04-2024,Referral,Remarketing,Mobile,Germany,LinkedIn,New Visitor,63,58,228,0.47,3.06,0.02,1,22.22,79.77,2.59,0.36
12-04-2024,Social Media,Spring_Collection,Mobile,Brazil,Google,New Visitor,274,170,1302,0.5,2.44,0.02,5,355.08,307.79,-0.13,0.39
12-04-2024,Organic Search,Spring_Collection,Desktop,France,Email Newsletter,Returning Visitor,719,509,1572,0.25,1.52,0.01,9,148.48,867.58,4.84,0.19
12-04-2024,Referral,Spring_Collection,Tablet,Brazil,Bing,New Visitor,32,25,79,0.42,4.18,0.03,0,10.08,0,-1,0.3
12-04-2024,Referral,Holiday_Special,Mobile,Brazil,Google,Returning Visitor,36,22,172,0.52,0.97,0.04,1,12.19,116.15,8.53,0.45
12-04-2024,Email Campaigns,Remarketing,Desktop,Brazil,Facebook,Returning Visitor,135,81,597,0.22,6.16,0.06,7,53.08,733.42,12.82,0.19
12-04-2024,Email Campaigns,Spring_Collection,Tablet,Germany,Facebook,Returning Visitor,93,61,448,0.39,4.55,0.05,4,73.59,438.79,4.96,0.29
12-04-2024,Paid Ads,None,Tablet,Australia,Facebook,New Visitor,111,96,133,0.38,2.69,0.04,4,327.37,358.59,0.1,0.27
12-04-2024,Social Media,None,Desktop,Brazil,Google,New Visitor,188,133,360,0.65,1.65,0.02,2,183.64,146.72,-0.2,0.57
12-04-2024,Social Media,Summer_Sale,Tablet,Japan,Direct,New Visitor,101,61,315,0.63,2.93,0.02,2,93.02,150.26,0.62,0.47
12-04-2024,Social Media,Black_Friday,Mobile,Germany,Direct,New Visitor,155,139,615,0.68,1.84,0.04,6,183.61,575.24,2.13,0.51
12-04-2024,Email Campaigns,Welcome_Series,Tablet,Brazil,Google,Returning Visitor,125,75,185,0.35,2.12,0.03,4,55.72,316,4.67,0.28
12-04-2024,Direct,Welcome_Series,Desktop,Brazil,Email Newsletter,Returning Visitor,148,131,231,0.3,5.36,0.08,11,10.3,1389.31,133.93,0.25
12-04-2024,Paid Ads,Welcome_Series,Desktop,Brazil,Email Newsletter,New Visitor,447,316,948,0.3,3.59,0.04,16,1038.81,1382.88,0.33,0.25
12-04-2024,Referral,Summer_Sale,Mobile,Australia,Instagram,New Visitor,79,71,323,0.5,1.1,0.02,1,25.2,71.69,1.85,0.43
13-04-2024,Paid Ads,Summer_Sale,Mobile,Canada,Twitter,New Visitor,441,284,2141,0.32,2.96,0.03,12,1190.43,1126.51,-0.05,0.24
13-04-2024,Referral,None,Desktop,Germany,Direct,New Visitor,79,74,255,0.44,1.13,0.02,1,25.48,66.81,1.62,0.36
13-04-2024,Referral,Spring_Collection,Mobile,Australia,Email Newsletter,New Visitor,58,50,250,0.45,1.45,0.05,2,21.72,195.41,8,0.4
13-04-2024,Direct,Black_Friday,Mobile,Brazil,Facebook,Returning Visitor,41,35,87,0.22,4.41,0.04,1,2.68,111.01,40.44,0.2
13-04-2024,Organic Search,Remarketing,Mobile,Australia,Direct,Returning Visitor,220,171,904,0.42,3.3,0.02,3,23.77,203.31,7.55,0.35
13-04-2024,Organic Search,Remarketing,Mobile,Australia,Facebook,Returning Visitor,252,190,406,0.38,1.99,0.03,6,72.87,624.58,7.57,0.32
13-04-2024,Referral,Holiday_Special,Mobile,Canada,Bing,New Visitor,90,56,431,0.37,2.37,0.04,3,27.35,240.75,7.8,0.28
13-04-2024,Referral,Welcome_Series,Desktop,Australia,Google,New Visitor,81,63,188,0.49,1.36,0.04,3,37.57,295.34,6.86,0.37
13-04-2024,Direct,Spring_Collection,Mobile,France,Direct,New Visitor,62,53,115,0.37,4.02,0.07,4,4.85,393.11,80.01,0.32
13-04-2024,Paid Ads,Summer_Sale,Desktop,Canada,Bing,New Visitor,407,371,1173,0.53,1.48,0.05,19,1105.99,2156.21,0.95,0.41
13-04-2024,Direct,Welcome_Series,Mobile,Germany,Direct,New Visitor,58,37,213,0.24,5.68,0.07,4,3.51,539.86,152.75,0.19
13-04-2024,Email Campaigns,Holiday_Special,Tablet,Australia,Bing,New Visitor,72,49,322,0.26,4.01,0.05,3,30.57,328.01,9.73,0.23
13-04-2024,Paid Ads,Summer_Sale,Desktop,Germany,Twitter,Returning Visitor,360,319,834,0.34,4.41,0.04,13,1061.8,1789.34,0.69,0.26
13-04-2024,Direct,Welcome_Series,Desktop,Canada,Facebook,New Visitor,55,45,68,0.27,1.65,0.07,3,2.86,398.03,138.19,0.23
13-04-2024,Referral,Black_Friday,Mobile,Australia,Bing,New Visitor,53,40,190,0.28,4.97,0.03,1,23.54,71.8,2.05,0.22
13-04-2024,Email Campaigns,Summer_Sale,Mobile,Australia,Instagram,Returning Visitor,86,75,258,0.28,3.77,0.05,3,61.47,213.65,2.48,0.2
13-04-2024,Social Media,Welcome_Series,Desktop,UK,Instagram,Returning Visitor,263,237,946,0.6,3,0.02,6,364.03,576.03,0.58,0.52
13-04-2024,Email Campaigns,Holiday_Special,Mobile,Germany,Bing,Returning Visitor,80,63,314,0.39,2.69,0.05,4,61.63,469.63,6.62,0.28
13-04-2024,Organic Search,None,Mobile,USA,LinkedIn,Returning Visitor,647,546,2998,0.24,5.99,0.03,19,182.06,2246.9,11.34,0.22
13-04-2024,Direct,Welcome_Series,Desktop,Canada,Google,New Visitor,71,42,213,0.22,2.33,0.05,3,5.16,395.76,75.67,0.19
13-04-2024,Referral,Black_Friday,Tablet,Brazil,Google,Returning Visitor,52,40,123,0.25,3.8,0.05,2,24.88,221.43,7.9,0.23
14-04-2024,Email Campaigns,Welcome_Series,Desktop,Germany,Instagram,Returning Visitor,112,83,391,0.21,5.76,0.06,6,64.5,777.05,11.05,0.16
14-04-2024,Social Media,Summer_Sale,Desktop,USA,Twitter,Returning Visitor,160,113,772,0.69,0.69,0.04,5,151.68,340.46,1.25,0.59
14-04-2024,Paid Ads,Summer_Sale,Mobile,Australia,Bing,Returning Visitor,144,112,298,0.49,2.29,0.02,3,342.67,279.53,-0.18,0.43
14-04-2024,Referral,None,Desktop,Brazil,Instagram,New Visitor,44,30,178,0.34,1.81,0.03,1,13.41,98.21,6.32,0.25
14-04-2024,Social Media,Holiday_Special,Tablet,France,Instagram,Returning Visitor,272,196,929,0.56,2.23,0.03,9,272.82,529.57,0.94,0.41
14-04-2024,Organic Search,Remarketing,Mobile,Canada,Email Newsletter,New Visitor,560,344,1914,0.42,2.44,0.01,6,76.1,431.95,4.68,0.3
14-04-2024,Direct,Summer_Sale,Desktop,Canada,Facebook,New Visitor,60,53,253,0.28,3.3,0.08,4,8.63,617.41,70.57,0.24
14-04-2024,Email Campaigns,Remarketing,Mobile,Australia,Direct,Returning Visitor,183,139,419,0.2,4.78,0.05,9,142.42,682.7,3.79,0.17
14-04-2024,Email Campaigns,Spring_Collection,Desktop,Australia,Google,Returning Visitor,53,48,113,0.21,3.34,0.06,3,32.92,376.56,10.44,0.15
14-04-2024,Social Media,Remarketing,Desktop,Brazil,LinkedIn,New Visitor,196,176,221,0.59,2.91,0.02,4,200.85,381.42,0.9,0.47
14-04-2024,Referral,Remarketing,Mobile,Brazil,LinkedIn,Returning Visitor,97,60,290,0.27,5.62,0.04,3,24.1,365.85,14.18,0.21
14-04-2024,Paid Ads,Spring_Collection,Mobile,Germany,Instagram,Returning Visitor,392,264,550,0.39,4.41,0.05,18,603.17,1800.48,1.99,0.31
14-04-2024,Organic Search,None,Tablet,USA,Instagram,Returning Visitor,760,637,1497,0.32,2.08,0.02,14,211.35,1397.77,5.61,0.26
14-04-2024,Organic Search,Spring_Collection,Mobile,Japan,Direct,New Visitor,415,342,1023,0.49,2.38,0.03,11,97.57,994.76,9.2,0.37
14-04-2024,Direct,Black_Friday,Desktop,Germany,Email Newsletter,New Visitor,78,59,295,0.33,1.67,0.07,5,8.92,459.17,50.5,0.26
14-04-2024,Social Media,Welcome_Series,Mobile,USA,Bing,New Visitor,207,174,740,0.62,0.96,0.03,5,301.63,308.01,0.02,0.54
14-04-2024,Organic Search,Black_Friday,Desktop,Brazil,Instagram,New Visitor,268,219,511,0.33,3.08,0.03,7,33.04,498.47,14.09,0.23
14-04-2024,Referral,Welcome_Series,Tablet,Japan,Direct,New Visitor,62,51,99,0.37,3.48,0.04,2,13.9,168.01,11.08,0.32
14-04-2024,Social Media,Black_Friday,Tablet,France,Google,New Visitor,115,98,142,0.41,2.15,0.03,3,147.04,183.59,0.25,0.35
14-04-2024,Organic Search,None,Mobile,France,Instagram,Returning Visitor,757,687,1944,0.25,1.91,0.02,16,148.09,1130.74,6.64,0.18
14-04-2024,Social Media,Summer_Sale,Tablet,France,Google,Returning Visitor,100,81,420,0.54,1.91,0.01,1,86.18,98.3,0.14,0.43
14-04-2024,Social Media,Black_Friday,Mobile,Australia,Twitter,New Visitor,135,101,166,0.59,0.93,0.03,4,141.52,240.1,0.7,0.44
14-04-2024,Social Media,Remarketing,Tablet,USA,LinkedIn,Returning Visitor,90,82,359,0.4,2.27,0.01,1,113.49,54.4,-0.52,0.32
14-04-2024,Referral,Spring_Collection,Mobile,France,Direct,New Visitor,60,37,152,0.47,1.23,0.04,2,21.59,146.36,5.78,0.35
14-04-2024,Referral,Spring_Collection,Desktop,France,Google,New Visitor,39,31,124,0.29,4.73,0.02,0,8.67,0,-1,0.23
14-04-2024,Referral,None,Desktop,Germany,Twitter,New Visitor,34,30,50,0.54,2.9,0.05,1,15.32,123.37,7.05,0.45
14-04-2024,Referral,Black_Friday,Mobile,Brazil,Email Newsletter,New Visitor,89,60,118,0.38,3.49,0.03,2,26.51,151.64,4.72,0.33
14-04-2024,Direct,None,Desktop,France,Facebook,New Visitor,51,31,73,0.39,2.48,0.06,3,7.33,280.96,37.32,0.33
14-04-2024,Organic Search,None,Tablet,Canada,Facebook,Returning Visitor,722,449,1293,0.42,3.63,0.01,7,183.57,626.76,2.41,0.35
15-04-2024,Direct,Black_Friday,Mobile,Brazil,LinkedIn,Returning Visitor,138,91,397,0.37,2.3,0.04,5,15.81,663.46,40.97,0.28
15-04-2024,Referral,Welcome_Series,Desktop,UK,Instagram,New Visitor,34,27,101,0.52,1.26,0.03,1,10.81,75.96,6.03,0.43
15-04-2024,Social Media,None,Mobile,France,Facebook,Returning Visitor,260,229,1106,0.55,3.2,0.02,4,345.22,241.97,-0.3,0.44
15-04-2024,Email Campaigns,Black_Friday,Mobile,France,Direct,Returning Visitor,193,126,586,0.34,1.92,0.05,9,145.15,681.32,3.69,0.27
15-04-2024,Email Campaigns,Black_Friday,Mobile,France,Twitter,Returning Visitor,57,49,272,0.4,3.97,0.07,3,21.85,324.66,13.86,0.31
15-04-2024,Direct,Welcome_Series,Tablet,Australia,LinkedIn,New Visitor,53,34,177,0.28,1.48,0.05,2,7.88,283.52,34.98,0.25
15-04-2024,Direct,Summer_Sale,Mobile,UK,Instagram,New Visitor,72,43,146,0.32,2.3,0.05,3,7.6,414.41,53.51,0.24
15-04-2024,Referral,None,Tablet,UK,Direct,New Visitor,68,52,255,0.37,1.26,0.04,2,32.2,246.83,6.67,0.29
15-04-2024,Social Media,Summer_Sale,Desktop,UK,Instagram,New Visitor,206,152,371,0.57,1.13,0.04,7,237.03,589.15,1.49,0.5
15-04-2024,Referral,Welcome_Series,Tablet,Japan,Direct,Returning Visitor,75,46,337,0.27,5.85,0.04,3,35.95,301.88,7.4,0.21
15-04-2024,Referral,Holiday_Special,Mobile,France,Direct,New Visitor,83,57,227,0.47,3.58,0.05,3,29.5,264.52,7.97,0.41
15-04-2024,Organic Search,Black_Friday,Desktop,Canada,Direct,New Visitor,608,518,1911,0.23,5.27,0.02,13,118.97,1293.78,9.88,0.2
15-04-2024,Organic Search,Welcome_Series,Desktop,France,LinkedIn,Returning Visitor,369,322,498,0.26,5.19,0.02,8,80.68,728.19,8.03,0.2
15-04-2024,Email Campaigns,Black_Friday,Tablet,Brazil,Bing,Returning Visitor,147,115,521,0.39,4.38,0.04,6,52.29,573.61,9.97,0.34
15-04-2024,Direct,Remarketing,Desktop,Canada,Facebook,Returning Visitor,77,65,171,0.26,4.14,0.06,4,6.54,612.95,92.76,0.23
15-04-2024,Referral,Remarketing,Mobile,Germany,Google,Returning Visitor,40,33,160,0.51,2.01,0.04,1,8.93,118.7,12.3,0.39
15-04-2024,Social Media,Black_Friday,Desktop,Brazil,Bing,New Visitor,111,76,280,0.58,0.92,0.02,2,118.47,126.78,0.07,0.46
15-04-2024,Direct,Spring_Collection,Mobile,Japan,Email Newsletter,New Visitor,54,35,102,0.38,2.09,0.04,2,4.93,217.6,43.12,0.3
15-04-2024,Social Media,Summer_Sale,Tablet,Germany,Facebook,Returning Visitor,166,115,453,0.62,2.14,0.03,4,200,322.76,0.61,0.56
15-04-2024,Referral,Holiday_Special,Desktop,France,Direct,Returning Visitor,46,29,58,0.44,2.73,0.03,1,11.02,99.46,8.03,0.38
15-04-2024,Paid Ads,Spring_Collection,Mobile,Germany,Twitter,Returning Visitor,229,189,460,0.48,2.58,0.03,7,665.49,936.77,0.41,0.35
15-04-2024,Paid Ads,Remarketing,Tablet,Brazil,Facebook,Returning Visitor,358,313,798,0.46,3.46,0.02,8,543.2,723.57,0.33,0.35
15-04-2024,Social Media,None,Desktop,UK,Email Newsletter,Returning Visitor,115,80,463,0.53,1.92,0.03,3,163.51,184.6,0.13,0.37
15-04-2024,Paid Ads,Spring_Collection,Tablet,France,Twitter,Returning Visitor,164,114,182,0.38,4.61,0.02,4,414.98,542.54,0.31,0.31
15-04-2024,Direct,Holiday_Special,Desktop,Japan,Bing,Returning Visitor,43,30,103,0.23,5.97,0.07,2,6.12,256.18,40.88,0.19
15-04-2024,Paid Ads,Summer_Sale,Mobile,Canada,Google,Returning Visitor,284,254,738,0.3,2.13,0.03,9,534.96,1008.95,0.89,0.24
15-04-2024,Social Media,None,Tablet,UK,Google,New Visitor,116,79,450,0.54,1.63,0.03,3,94.78,204.04,1.15,0.44
15-04-2024,Organic Search,Welcome_Series,Mobile,Germany,LinkedIn,Returning Visitor,386,349,1098,0.49,2.4,0.03,10,52.93,1047.94,18.8,0.39
15-04-2024,Referral,Remarketing,Mobile,Germany,Email Newsletter,New Visitor,95,85,438,0.3,3.83,0.02,2,25.66,244.37,8.52,0.27
15-04-2024,Paid Ads,Holiday_Special,Tablet,Brazil,Twitter,New Visitor,392,323,399,0.38,1.96,0.03,11,729.64,1296.59,0.78,0.3
16-04-2024,Social Media,Holiday_Special,Mobile,Japan,Direct,New Visitor,257,174,1239,0.51,3.76,0.02,5,355.05,365.63,0.03,0.37
16-04-2024,Referral,None,Mobile,Germany,Bing,New Visitor,84,69,265,0.49,1.87,0.03,2,19.15,200.45,9.47,0.35
16-04-2024,Email Campaigns,Spring_Collection,Tablet,Canada,Instagram,New Visitor,75,54,246,0.19,1.94,0.06,4,56.44,281.5,3.99,0.15
16-04-2024,Organic Search,Spring_Collection,Desktop,Australia,Bing,Returning Visitor,763,589,2453,0.49,1.56,0.03,20,134.18,1402.39,9.45,0.4
16-04-2024,Social Media,Holiday_Special,Mobile,Japan,Twitter,Returning Visitor,259,231,378,0.68,1.4,0.03,8,236.67,695.69,1.94,0.51
16-04-2024,Email Campaigns,Holiday_Special,Tablet,Brazil,Facebook,New Visitor,81,66,202,0.38,1.67,0.04,3,42.88,332.7,6.76,0.34
16-04-2024,Paid Ads,Holiday_Special,Mobile,France,Twitter,New Visitor,296,203,651,0.31,4.66,0.04,12,728.36,1540.17,1.12,0.24
16-04-2024,Social Media,Welcome_Series,Mobile,UK,Bing,New Visitor,81,63,161,0.41,4.43,0.04,3,81.48,202.46,1.49,0.3
16-04-2024,Paid Ads,Spring_Collection,Desktop,Australia,Google,New Visitor,315,200,1528,0.31,2.8,0.02,7,572.5,705.23,0.23,0.26
